id,dbt_valid_from,dbt_valid_to,type
1143,2024-01-10T00:00:00,2024-01-10T00:00:00,updated_row
1143,2024-01-10T00:00:00,,anomaly_updated_row
1144,2024-01-06T00:00:00,2024-01-26T00:00:00,new_create
1144,2024-01-26T00:00:00,,updated_row
1145,2024-01-06T00:00:00,2024-01-10T00:00:00,new_create
1145,2024-01-10T00:00:00,,anomaly_updated_row
1146,2024-01-06T00:00:00,2024-01-10T00:00:00,new_create
1146,2024-01-10T00:00:00,2024-01-29T00:00:00,anomaly_updated_row
1146,2024-01-29T00:00:00,2024-02-07T00:00:00,updated_row
1146,2024-02-07T00:00:00,,updated_row
1147,2024-01-06T00:00:00,2024-01-23T00:00:00,deleted_row
1148,2024-01-07T00:00:00,2024-01-10T00:00:00,deleted_row
1149,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1149,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1150,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1150,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1151,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1151,2024-01-10T00:00:00,2024-02-12T00:00:00,deleted_row
1152,2024-01-07T00:00:00,,new_create
1153,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1153,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1154,2024-01-07T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1155,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1155,2024-01-10T00:00:00,,anomaly_updated_row
1156,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1156,2024-01-10T00:00:00,2024-01-15T00:00:00,anomaly_updated_row
1156,2024-01-15T00:00:00,2024-02-11T00:00:00,updated_row
1156,2024-02-11T00:00:00,,updated_row
1157,2024-01-07T00:00:00,2024-01-13T00:00:00,new_create
1157,2024-01-13T00:00:00,2024-01-27T00:00:00,updated_row
1157,2024-01-27T00:00:00,,updated_row
1158,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1158,2024-01-10T00:00:00,2024-01-27T00:00:00,anomaly_updated_row
1158,2024-01-27T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
1159,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1159,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1160,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1160,2024-01-10T00:00:00,2024-02-18T00:00:00,anomaly_updated_row
1160,2024-02-18T00:00:00,,updated_row
1161,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1161,2024-01-10T00:00:00,2024-01-12T00:00:00,anomaly_updated_row
1161,2024-01-12T00:00:00,2024-01-17T00:00:00,updated_row
1161,2024-01-17T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1162,2024-01-07T00:00:00,2024-01-15T00:00:00,deleted_row
1163,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1163,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_updated_row
1163,2024-01-20T00:00:00,,updated_row
1164,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1164,2024-01-10T00:00:00,2024-01-27T00:00:00,anomaly_updated_row
1164,2024-01-27T00:00:00,,updated_row
1165,2024-01-07T00:00:00,2024-02-01T00:00:00,new_create
1165,2024-02-01T00:00:00,,anomaly_updated_row
1166,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1166,2024-01-10T00:00:00,2024-02-01T00:00:00,anomaly_updated_row
1166,2024-02-01T00:00:00,2024-02-09T00:00:00,anomaly_updated_row
1166,2024-02-09T00:00:00,2024-02-21T00:00:00,updated_row
1166,2024-02-21T00:00:00,2024-03-01T00:00:00,updated_row
1166,2024-03-01T00:00:00,,updated_row
1167,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1167,2024-01-10T00:00:00,2024-01-21T00:00:00,anomaly_updated_row
1167,2024-01-21T00:00:00,,updated_row
1168,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1168,2024-01-10T00:00:00,2024-01-14T00:00:00,anomaly_updated_row
1168,2024-01-14T00:00:00,,updated_row
1169,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1169,2024-01-10T00:00:00,2024-01-25T00:00:00,anomaly_updated_row
1169,2024-01-25T00:00:00,2024-02-05T00:00:00,updated_row
1169,2024-02-05T00:00:00,,updated_row
1170,2024-01-07T00:00:00,2024-01-24T00:00:00,new_create
1170,2024-01-24T00:00:00,2024-01-28T00:00:00,updated_row
1170,2024-01-28T00:00:00,2024-02-16T00:00:00,deleted_row
1171,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1171,2024-01-10T00:00:00,2024-02-15T00:00:00,anomaly_updated_row
1171,2024-02-15T00:00:00,,updated_row
1172,2024-01-07T00:00:00,2024-02-07T00:00:00,new_create
1172,2024-02-07T00:00:00,2024-02-23T00:00:00,updated_row
1172,2024-02-23T00:00:00,,updated_row
1173,2024-01-07T00:00:00,2024-02-01T00:00:00,new_create
1173,2024-02-01T00:00:00,,anomaly_updated_row
1174,2024-01-07T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1175,2024-01-07T00:00:00,2024-02-02T00:00:00,new_create
1175,2024-02-02T00:00:00,2024-02-15T00:00:00,updated_row
1175,2024-02-15T00:00:00,,updated_row
1176,2024-01-07T00:00:00,2024-01-09T00:00:00,new_create
1176,2024-01-09T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1177,2024-01-07T00:00:00,2024-01-12T00:00:00,new_create
1177,2024-01-12T00:00:00,2024-01-31T00:00:00,updated_row
1177,2024-01-31T00:00:00,2024-02-11T00:00:00,deleted_row
1178,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1178,2024-01-10T00:00:00,2024-02-05T00:00:00,anomaly_updated_row
1178,2024-02-05T00:00:00,2024-03-01T00:00:00,updated_row
1178,2024-03-01T00:00:00,,updated_row
1179,2024-01-07T00:00:00,2024-01-10T00:00:00,new_create
1179,2024-01-10T00:00:00,,anomaly_updated_row
1180,2024-01-08T00:00:00,2024-01-09T00:00:00,deleted_row
1181,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1181,2024-01-10T00:00:00,2024-02-18T00:00:00,anomaly_updated_row
1181,2024-02-18T00:00:00,,updated_row
1182,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1182,2024-01-10T00:00:00,2024-02-01T00:00:00,anomaly_updated_row
1182,2024-02-01T00:00:00,2024-02-07T00:00:00,updated_row
1182,2024-02-07T00:00:00,,updated_row
1183,2024-01-08T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1184,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1184,2024-01-10T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
1185,2024-01-08T00:00:00,2024-01-18T00:00:00,new_create
1185,2024-01-18T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1186,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1186,2024-01-10T00:00:00,2024-01-22T00:00:00,anomaly_updated_row
1186,2024-01-22T00:00:00,2024-01-28T00:00:00,deleted_row
1187,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1187,2024-01-10T00:00:00,2024-02-17T00:00:00,anomaly_updated_row
1187,2024-02-17T00:00:00,,updated_row
1188,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1188,2024-01-10T00:00:00,2024-01-12T00:00:00,anomaly_updated_row
1188,2024-01-12T00:00:00,2024-01-15T00:00:00,updated_row
1188,2024-01-15T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1189,2024-01-08T00:00:00,2024-02-01T00:00:00,new_create
1189,2024-02-01T00:00:00,2024-02-28T00:00:00,anomaly_updated_row
1189,2024-02-28T00:00:00,,updated_row
1190,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1190,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1191,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1191,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1192,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1192,2024-01-10T00:00:00,2024-01-16T00:00:00,deleted_row
1193,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1193,2024-01-10T00:00:00,2024-01-16T00:00:00,deleted_row
1194,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1194,2024-01-10T00:00:00,2024-01-18T00:00:00,deleted_row
1195,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1195,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1196,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1196,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1197,2024-01-08T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1198,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1198,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1199,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1199,2024-01-10T00:00:00,2024-01-18T00:00:00,anomaly_updated_row
1199,2024-01-18T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1200,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1200,2024-01-10T00:00:00,2024-01-11T00:00:00,anomaly_updated_row
1200,2024-01-11T00:00:00,2024-02-24T00:00:00,updated_row
1200,2024-02-24T00:00:00,,updated_row
1201,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1201,2024-01-10T00:00:00,2024-02-01T00:00:00,anomaly_updated_row
1201,2024-02-01T00:00:00,,anomaly_updated_row
1202,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1202,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1203,2024-01-08T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1204,2024-01-08T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1205,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1205,2024-01-10T00:00:00,2024-02-01T00:00:00,anomaly_updated_row
1205,2024-02-01T00:00:00,2024-02-04T00:00:00,anomaly_updated_row
1205,2024-02-04T00:00:00,2024-03-01T00:00:00,updated_row
1205,2024-03-01T00:00:00,,updated_row
1206,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1206,2024-01-10T00:00:00,2024-01-11T00:00:00,anomaly_updated_row
1206,2024-01-11T00:00:00,,updated_row
1207,2024-01-08T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1208,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1208,2024-01-10T00:00:00,,anomaly_updated_row
1209,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1209,2024-01-10T00:00:00,2024-01-13T00:00:00,anomaly_updated_row
1209,2024-01-13T00:00:00,2024-01-23T00:00:00,updated_row
1209,2024-01-23T00:00:00,2024-02-06T00:00:00,updated_row
1209,2024-02-06T00:00:00,,updated_row
1210,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1210,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1211,2024-01-08T00:00:00,2024-01-10T00:00:00,new_create
1211,2024-01-10T00:00:00,2024-01-10T00:00:00,updated_row
1211,2024-01-10T00:00:00,2024-01-20T00:00:00,deleted_row
1212,2024-01-08T00:00:00,2024-02-01T00:00:00,new_create
1212,2024-02-01T00:00:00,,anomaly_updated_row
1213,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1213,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_updated_row
1213,2024-01-20T00:00:00,2024-02-28T00:00:00,updated_row
1213,2024-02-28T00:00:00,,updated_row
1214,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1214,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1215,2024-01-09T00:00:00,2024-01-11T00:00:00,new_create
1215,2024-01-11T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1216,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1216,2024-01-10T00:00:00,2024-01-14T00:00:00,anomaly_updated_row
1216,2024-01-14T00:00:00,2024-01-29T00:00:00,updated_row
1216,2024-01-29T00:00:00,,updated_row
1217,2024-01-09T00:00:00,2024-01-12T00:00:00,new_create
1217,2024-01-12T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1218,2024-01-09T00:00:00,2024-01-15T00:00:00,new_create
1218,2024-01-15T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1219,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1219,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1220,2024-01-09T00:00:00,2024-02-01T00:00:00,new_create
1220,2024-02-01T00:00:00,,anomaly_updated_row
1221,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1221,2024-01-10T00:00:00,2024-01-16T00:00:00,anomaly_updated_row
1221,2024-01-16T00:00:00,2024-02-21T00:00:00,updated_row
1221,2024-02-21T00:00:00,,updated_row
1222,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1222,2024-01-10T00:00:00,2024-01-26T00:00:00,deleted_row
1223,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1223,2024-01-10T00:00:00,,anomaly_updated_row
1224,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1224,2024-01-10T00:00:00,2024-01-10T00:00:00,updated_row
1224,2024-01-10T00:00:00,2024-02-15T00:00:00,deleted_row
1225,2024-01-09T00:00:00,2024-01-23T00:00:00,new_create
1225,2024-01-23T00:00:00,2024-02-14T00:00:00,updated_row
1225,2024-02-14T00:00:00,,updated_row
1226,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1226,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1227,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1227,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1228,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1228,2024-01-10T00:00:00,2024-01-27T00:00:00,anomaly_updated_row
1228,2024-01-27T00:00:00,2024-02-15T00:00:00,updated_row
1228,2024-02-15T00:00:00,,updated_row
1229,2024-01-09T00:00:00,2024-01-15T00:00:00,new_create
1229,2024-01-15T00:00:00,2024-01-22T00:00:00,updated_row
1229,2024-01-22T00:00:00,,updated_row
1230,2024-01-09T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1231,2024-01-09T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1232,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1232,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1233,2024-01-09T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
1234,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1234,2024-01-10T00:00:00,2024-01-16T00:00:00,deleted_row
1235,2024-01-09T00:00:00,2024-01-23T00:00:00,new_create
1235,2024-01-23T00:00:00,2024-02-01T00:00:00,updated_row
1235,2024-02-01T00:00:00,,anomaly_updated_row
1236,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1236,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1237,2024-01-09T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1238,2024-01-09T00:00:00,2024-01-19T00:00:00,new_create
1238,2024-01-19T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1239,2024-01-09T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1240,2024-01-09T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1241,2024-01-09T00:00:00,2024-01-10T00:00:00,new_create
1241,2024-01-10T00:00:00,2024-01-19T00:00:00,anomaly_updated_row
1241,2024-01-19T00:00:00,2024-02-04T00:00:00,updated_row
1241,2024-02-04T00:00:00,,updated_row
1242,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1242,2024-01-10T00:00:00,2024-01-23T00:00:00,anomaly_updated_row
1242,2024-01-23T00:00:00,2024-02-10T00:00:00,deleted_row
1243,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1243,2024-01-10T00:00:00,2024-01-24T00:00:00,deleted_row
1244,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1244,2024-01-10T00:00:00,,anomaly_updated_row
1245,2024-01-10T00:00:00,2024-02-09T00:00:00,new_create
1245,2024-02-09T00:00:00,,updated_row
1246,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1246,2024-01-10T00:00:00,2024-01-12T00:00:00,anomaly_updated_row
1246,2024-01-12T00:00:00,2024-01-13T00:00:00,updated_row
1246,2024-01-13T00:00:00,,updated_row
1247,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1247,2024-01-10T00:00:00,2024-01-29T00:00:00,anomaly_updated_row
1247,2024-01-29T00:00:00,2024-02-14T00:00:00,deleted_row
1248,2024-01-10T00:00:00,2024-01-22T00:00:00,deleted_row
1249,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1249,2024-01-10T00:00:00,2024-01-11T00:00:00,anomaly_updated_row
1249,2024-01-11T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1250,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1251,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1251,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_updated_row
1251,2024-01-20T00:00:00,2024-01-28T00:00:00,updated_row
1251,2024-01-28T00:00:00,2024-02-02T00:00:00,updated_row
1251,2024-02-02T00:00:00,2024-02-26T00:00:00,updated_row
1251,2024-02-26T00:00:00,,updated_row
1252,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1252,2024-01-10T00:00:00,2024-01-13T00:00:00,anomaly_updated_row
1252,2024-01-13T00:00:00,,updated_row
1253,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1254,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1255,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1255,2024-01-10T00:00:00,2024-02-29T00:00:00,deleted_row
1256,2024-01-10T00:00:00,2024-02-11T00:00:00,deleted_row
1257,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1257,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1258,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1258,2024-01-10T00:00:00,2024-02-01T00:00:00,anomaly_updated_row
1258,2024-02-01T00:00:00,,updated_row
1259,2024-01-10T00:00:00,2024-02-01T00:00:00,new_create
1259,2024-02-01T00:00:00,2024-02-21T00:00:00,anomaly_updated_row
1259,2024-02-21T00:00:00,2024-02-24T00:00:00,updated_row
1259,2024-02-24T00:00:00,,updated_row
1260,2024-01-10T00:00:00,,new_create
1261,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1261,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1262,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1262,2024-01-10T00:00:00,2024-01-13T00:00:00,deleted_row
1263,2024-01-10T00:00:00,2024-01-23T00:00:00,new_create
1263,2024-01-23T00:00:00,,updated_row
1264,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1264,2024-01-10T00:00:00,2024-01-21T00:00:00,anomaly_updated_row
1264,2024-01-21T00:00:00,2024-02-10T00:00:00,updated_row
1264,2024-02-10T00:00:00,2024-02-12T00:00:00,updated_row
1264,2024-02-12T00:00:00,2024-03-01T00:00:00,updated_row
1264,2024-03-01T00:00:00,,updated_row
1265,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1265,2024-01-10T00:00:00,,anomaly_updated_row
1266,2024-01-10T00:00:00,2024-02-01T00:00:00,new_create
1266,2024-02-01T00:00:00,2024-02-04T00:00:00,anomaly_updated_row
1266,2024-02-04T00:00:00,,updated_row
1267,2024-01-10T00:00:00,2024-01-12T00:00:00,new_create
1267,2024-01-12T00:00:00,,updated_row
1268,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1268,2024-01-10T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1269,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1269,2024-01-10T00:00:00,,anomaly_updated_row
1270,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1270,2024-01-10T00:00:00,2024-01-14T00:00:00,anomaly_updated_row
1270,2024-01-14T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1271,2024-01-10T00:00:00,2024-01-10T00:00:00,new_create
1271,2024-01-10T00:00:00,2024-01-14T00:00:00,anomaly_updated_row
1271,2024-01-14T00:00:00,2024-01-21T00:00:00,updated_row
1271,2024-01-21T00:00:00,,updated_row
1272,2024-01-11T00:00:00,2024-02-14T00:00:00,new_create
1272,2024-02-14T00:00:00,,updated_row
1273,2024-01-11T00:00:00,2024-01-13T00:00:00,deleted_row
1274,2024-01-11T00:00:00,2024-02-01T00:00:00,new_create
1274,2024-02-01T00:00:00,2024-02-02T00:00:00,deleted_row
1275,2024-01-11T00:00:00,2024-01-21T00:00:00,new_create
1275,2024-01-21T00:00:00,2024-02-05T00:00:00,updated_row
1275,2024-02-05T00:00:00,2024-02-18T00:00:00,updated_row
1275,2024-02-18T00:00:00,,updated_row
1276,2024-01-11T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1277,2024-01-11T00:00:00,2024-02-22T00:00:00,new_create
1277,2024-02-22T00:00:00,,updated_row
1278,2024-01-11T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1279,2024-01-11T00:00:00,2024-02-01T00:00:00,new_create
1279,2024-02-01T00:00:00,,anomaly_updated_row
1280,2024-01-11T00:00:00,2024-01-14T00:00:00,new_create
1280,2024-01-14T00:00:00,2024-01-20T00:00:00,deleted_row
1281,2024-01-11T00:00:00,2024-01-29T00:00:00,new_create
1281,2024-01-29T00:00:00,,updated_row
1282,2024-01-11T00:00:00,,new_create
1283,2024-01-11T00:00:00,2024-01-21T00:00:00,new_create
1283,2024-01-21T00:00:00,,updated_row
1284,2024-01-11T00:00:00,2024-02-27T00:00:00,deleted_row
1285,2024-01-11T00:00:00,2024-01-15T00:00:00,deleted_row
1286,2024-01-11T00:00:00,2024-01-28T00:00:00,new_create
1286,2024-01-28T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
1287,2024-01-11T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
1288,2024-01-11T00:00:00,2024-02-10T00:00:00,new_create
1288,2024-02-10T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
1289,2024-01-11T00:00:00,2024-02-01T00:00:00,new_create
1289,2024-02-01T00:00:00,2024-02-17T00:00:00,anomaly_updated_row
1289,2024-02-17T00:00:00,,updated_row
1290,2024-01-11T00:00:00,2024-02-21T00:00:00,new_create
1290,2024-02-21T00:00:00,,updated_row
1291,2024-01-11T00:00:00,2024-01-14T00:00:00,new_create
1291,2024-01-14T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1292,2024-01-11T00:00:00,,new_create
1293,2024-01-11T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1294,2024-01-11T00:00:00,2024-01-14T00:00:00,deleted_row
1295,2024-01-11T00:00:00,2024-02-01T00:00:00,new_create
1295,2024-02-01T00:00:00,,anomaly_updated_row
1296,2024-01-11T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1297,2024-01-11T00:00:00,2024-02-01T00:00:00,new_create
1297,2024-02-01T00:00:00,,anomaly_updated_row
1298,2024-01-11T00:00:00,2024-02-11T00:00:00,new_create
1298,2024-02-11T00:00:00,,updated_row
1299,2024-01-11T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1300,2024-01-11T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1301,2024-01-12T00:00:00,2024-01-18T00:00:00,new_create
1301,2024-01-18T00:00:00,2024-01-21T00:00:00,updated_row
1301,2024-01-21T00:00:00,2024-01-31T00:00:00,updated_row
1301,2024-01-31T00:00:00,2024-02-13T00:00:00,updated_row
1301,2024-02-13T00:00:00,2024-02-23T00:00:00,deleted_row
1302,2024-01-12T00:00:00,2024-02-07T00:00:00,deleted_row
1303,2024-01-12T00:00:00,2024-01-25T00:00:00,new_create
1303,2024-01-25T00:00:00,2024-02-23T00:00:00,updated_row
1303,2024-02-23T00:00:00,2024-02-29T00:00:00,updated_row
1303,2024-02-29T00:00:00,,updated_row
1304,2024-01-12T00:00:00,2024-01-29T00:00:00,new_create
1304,2024-01-29T00:00:00,2024-02-16T00:00:00,updated_row
1304,2024-02-16T00:00:00,2024-02-28T00:00:00,deleted_row
1305,2024-01-12T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1306,2024-01-12T00:00:00,2024-02-01T00:00:00,new_create
1306,2024-02-01T00:00:00,2024-02-07T00:00:00,anomaly_updated_row
1306,2024-02-07T00:00:00,2024-02-12T00:00:00,updated_row
1306,2024-02-12T00:00:00,,updated_row
1307,2024-01-12T00:00:00,2024-01-14T00:00:00,new_create
1307,2024-01-14T00:00:00,,updated_row
1308,2024-01-12T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1309,2024-01-12T00:00:00,,new_create
1310,2024-01-12T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1311,2024-01-12T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1312,2024-01-12T00:00:00,2024-02-01T00:00:00,new_create
1312,2024-02-01T00:00:00,2024-02-11T00:00:00,anomaly_deleted_row
1313,2024-01-12T00:00:00,2024-01-17T00:00:00,new_create
1313,2024-01-17T00:00:00,,updated_row
1314,2024-01-12T00:00:00,2024-01-19T00:00:00,new_create
1314,2024-01-19T00:00:00,2024-01-25T00:00:00,deleted_row
1315,2024-01-12T00:00:00,2024-01-14T00:00:00,new_create
1315,2024-01-14T00:00:00,2024-01-17T00:00:00,updated_row
1315,2024-01-17T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1316,2024-01-12T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1317,2024-01-12T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1318,2024-01-12T00:00:00,2024-01-26T00:00:00,new_create
1318,2024-01-26T00:00:00,2024-02-01T00:00:00,updated_row
1318,2024-02-01T00:00:00,,anomaly_updated_row
1319,2024-01-12T00:00:00,2024-02-01T00:00:00,new_create
1319,2024-02-01T00:00:00,2024-02-03T00:00:00,anomaly_updated_row
1319,2024-02-03T00:00:00,2024-02-26T00:00:00,deleted_row
1320,2024-01-12T00:00:00,2024-01-27T00:00:00,new_create
1320,2024-01-27T00:00:00,,updated_row
1321,2024-01-12T00:00:00,2024-01-13T00:00:00,new_create
1321,2024-01-13T00:00:00,2024-01-20T00:00:00,updated_row
1321,2024-01-20T00:00:00,,updated_row
1322,2024-01-12T00:00:00,,new_create
1323,2024-01-12T00:00:00,2024-02-16T00:00:00,new_create
1323,2024-02-16T00:00:00,2024-02-29T00:00:00,deleted_row
1324,2024-01-12T00:00:00,2024-01-13T00:00:00,deleted_row
1325,2024-01-12T00:00:00,2024-01-20T00:00:00,anomaly_deleted_row
1326,2024-01-12T00:00:00,2024-02-01T00:00:00,new_create
1326,2024-02-01T00:00:00,2024-02-08T00:00:00,anomaly_updated_row
1326,2024-02-08T00:00:00,,updated_row
1327,2024-01-12T00:00:00,2024-01-16T00:00:00,new_create
1327,2024-01-16T00:00:00,2024-02-25T00:00:00,updated_row
1327,2024-02-25T00:00:00,,updated_row
1328,2024-01-12T00:00:00,,new_create
